step,total_cost,total_scaled_cost,average_cost_per_plane,total_lateness,total_scaled_lateness,average_lateness_per_plane,total_steps,average_steps,total_waiting_steps,total_waiting_to_process_steps,total_waiting_for_route_steps,max_seconds_to_complete,total_malfunctions,missed_deliveries,total_rewards_for_all_agents,average_rewards_for_all_agents,score,total_cargo_generated,dynamic_cargo_generated
156,10.80741897718771,1.9496104682391873,5.403709488593855,0,0.0,0.0,156,78.0,22,22,0,2150,66,0,-0.11158560000000012,-0.05579280000000006,0.019496104682391872,42,2
157,10.80741897718771,1.9496104682391873,5.403709488593855,0,0.0,0.0,157,78.5,22,22,0,2160,66,0,-0.11208010000000013,-0.05604005000000006,0.019496104682391872,42,2
158,10.80741897718771,1.9496104682391873,5.403709488593855,0,0.0,0.0,158,79.0,22,22,0,2170,66,0,-0.11257460000000014,-0.05628730000000007,0.019496104682391872,42,2
159,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,159,79.5,22,22,0,2180,66,0,-0.11354410000000013,-0.05677205000000007,0.02112414450621044,42,2
160,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,160,80.0,22,22,0,2190,66,0,-0.11451360000000013,-0.057256800000000066,0.02112414450621044,42,2
161,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,161,80.5,22,22,0,2200,66,0,-0.11548310000000014,-0.05774155000000007,0.02112414450621044,42,2
162,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,162,81.0,22,22,0,2210,66,0,-0.11645260000000016,-0.05822630000000008,0.02112414450621044,42,2
163,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,163,81.5,22,22,0,2220,66,0,-0.11742210000000015,-0.05871105000000008,0.02112414450621044,42,2
164,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,164,82.0,22,22,0,2230,66,0,-0.11839160000000015,-0.059195800000000076,0.02112414450621044,42,2
165,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,165,82.5,22,22,0,2240,68,0,-0.11936110000000016,-0.05968055000000008,0.02112414450621044,42,2
166,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,166,83.0,22,22,0,2250,68,0,-0.12033060000000018,-0.06016530000000009,0.02112414450621044,42,2
167,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,167,83.5,22,22,0,2260,68,0,-0.12130010000000016,-0.06065005000000008,0.02112414450621044,42,2
168,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,168,84.0,22,22,0,2270,68,0,-0.12226960000000017,-0.061134800000000086,0.02112414450621044,42,2
169,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,169,84.5,22,22,0,2280,68,0,-0.12323910000000016,-0.06161955000000008,0.02112414450621044,42,2
170,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,170,85.0,22,22,0,2290,68,0,-0.12420860000000017,-0.062104300000000084,0.02112414450621044,42,2
171,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,171,85.5,22,22,0,2300,68,0,-0.12517810000000015,-0.06258905000000008,0.02112414450621044,42,2
172,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,172,86.0,22,22,0,2310,68,0,-0.12565310000000016,-0.06282655000000008,0.02112414450621044,42,2
173,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,173,86.5,23,23,0,2320,70,0,-0.12612810000000016,-0.06306405000000008,0.02112414450621044,42,2
174,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,174,87.0,23,23,0,2330,70,0,-0.12660310000000016,-0.06330155000000008,0.02112414450621044,42,2
175,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,175,87.5,23,23,0,2340,70,0,-0.12707810000000017,-0.06353905000000008,0.02112414450621044,42,2
176,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,176,88.0,23,23,0,2350,72,0,-0.12755310000000017,-0.06377655000000008,0.02112414450621044,42,2
177,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,177,88.5,23,23,0,2360,74,0,-0.12802810000000017,-0.06401405000000009,0.02112414450621044,42,2
178,11.709902256498637,2.112414450621044,5.8549511282493185,0,0.0,0.0,178,89.0,23,23,0,2370,74,0,-0.12850310000000018,-0.06425155000000009,0.02112414450621044,42,2
179,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,179,89.5,23,23,0,2380,74,0,-0.12899760000000016,-0.06449880000000008,0.022640646756899564,42,2
180,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,180,90.0,24,24,0,2390,74,0,-0.12949210000000017,-0.06474605000000008,0.022640646756899564,42,2
181,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,181,90.5,24,24,0,2400,74,0,-0.12998660000000017,-0.06499330000000009,0.022640646756899564,42,2
182,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,182,91.0,24,24,0,2410,76,0,-0.13048110000000016,-0.06524055000000008,0.022640646756899564,42,2
183,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,183,91.5,24,24,0,2420,76,0,-0.13097560000000014,-0.06548780000000007,0.022640646756899564,42,2
184,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,184,92.0,24,24,0,2430,78,0,-0.13147010000000015,-0.06573505000000007,0.022640646756899564,42,2
185,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,185,92.5,24,24,0,2440,78,0,-0.13196460000000015,-0.06598230000000008,0.022640646756899564,42,2
186,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,186,93.0,24,24,0,2450,80,0,-0.13245910000000014,-0.06622955000000007,0.022640646756899564,42,2
187,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,187,93.5,24,24,0,2460,80,0,-0.13295360000000012,-0.06647680000000006,0.022640646756899564,42,2
188,12.55055609325444,2.2640646756899563,6.27527804662722,0,0.0,0.0,188,94.0,24,24,0,2470,80,0,-0.13344810000000012,-0.06672405000000006,0.022640646756899564,42,2
189,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,189,94.5,24,24,0,2480,82,0,-0.13441760000000014,-0.06720880000000007,0.024268686580718134,42,2
190,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,190,95.0,24,24,0,2490,82,0,-0.13538710000000012,-0.06769355000000006,0.024268686580718134,42,2
191,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,191,95.5,24,24,0,2500,84,0,-0.1363566000000001,-0.06817830000000005,0.024268686580718134,42,2
192,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,192,96.0,24,24,0,2510,84,0,-0.13732610000000012,-0.06866305000000006,0.024268686580718134,42,2
193,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,193,96.5,24,24,0,2520,84,0,-0.13829560000000013,-0.06914780000000006,0.024268686580718134,42,2
194,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,194,97.0,24,24,0,2530,84,0,-0.1392651000000001,-0.06963255000000006,0.024268686580718134,42,2
195,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,195,97.5,24,24,0,2540,86,0,-0.1402346000000001,-0.07011730000000005,0.024268686580718134,42,2
196,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,196,98.0,24,24,0,2550,86,0,-0.1412041000000001,-0.07060205000000006,0.024268686580718134,42,2
197,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,197,98.5,24,24,0,2560,86,0,-0.1416791000000001,-0.07083955000000006,0.024268686580718134,42,2
198,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,198,99.0,25,25,0,2570,86,0,-0.14215410000000012,-0.07107705000000006,0.024268686580718134,42,2
199,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,199,99.5,25,25,0,2580,88,0,-0.14262910000000012,-0.07131455000000006,0.024268686580718134,42,2
200,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,200,100.0,25,25,0,2590,88,0,-0.14310410000000012,-0.07155205000000006,0.024268686580718134,42,2
201,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,201,100.5,25,25,0,2600,88,0,-0.14357910000000013,-0.07178955000000006,0.024268686580718134,42,2
202,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,202,101.0,25,25,0,2610,88,0,-0.14405410000000013,-0.07202705000000006,0.024268686580718134,42,2
203,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,203,101.5,25,25,0,2620,88,0,-0.14452910000000013,-0.07226455000000007,0.024268686580718134,42,2
204,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,204,102.0,25,25,0,2630,88,0,-0.14500410000000014,-0.07250205000000007,0.024268686580718134,42,2
205,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,205,102.5,25,25,0,2640,88,0,-0.14547910000000014,-0.07273955000000007,0.024268686580718134,42,2
206,13.453039372565367,2.4268686580718133,6.726519686282684,0,0.0,0.0,206,103.0,25,25,0,2650,88,0,-0.14595410000000014,-0.07297705000000007,0.024268686580718134,42,2
207,14.213872814991424,2.5641196378914453,7.106936407495712,0,0.0,0.0,207,103.5,25,25,0,2660,88,0,-0.14690460000000016,-0.07345230000000008,0.025641196378914453,42,2
208,14.213872814991424,2.5641196378914453,7.106936407495712,0,0.0,0.0,208,104.0,25,25,0,2670,88,0,-0.14785510000000016,-0.07392755000000008,0.025641196378914453,42,2
209,14.213872814991424,2.5641196378914453,7.106936407495712,0,0.0,0.0,209,104.5,25,25,0,2680,88,0,-0.14833060000000015,-0.07416530000000007,0.025641196378914453,42,2
210,14.213872814991424,2.5641196378914453,7.106936407495712,0,0.0,0.0,210,105.0,26,26,0,2690,88,0,-0.14880610000000016,-0.07440305000000008,0.025641196378914453,42,2
211,14.213872814991424,2.5641196378914453,7.106936407495712,0,0.0,0.0,211,105.5,26,26,0,2700,90,0,-0.14928160000000018,-0.07464080000000009,0.025641196378914453,42,2
212,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,212,106.0,26,26,0,2710,90,0,-0.15022080000000015,-0.07511040000000008,0.02639410893604827,42,2
213,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,213,106.5,26,26,0,2720,90,0,-0.15116000000000018,-0.07558000000000009,0.02639410893604827,42,2
214,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,214,107.0,26,26,0,2730,90,0,-0.15209920000000016,-0.07604960000000008,0.02639410893604827,42,2
215,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,215,107.5,26,26,0,2740,90,0,-0.15303840000000019,-0.07651920000000009,0.02639410893604827,42,2
216,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,216,108.0,26,26,0,2750,90,0,-0.15397760000000016,-0.07698880000000008,0.02639410893604827,42,2
217,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,217,108.5,26,26,0,2760,90,0,-0.1549168000000002,-0.0774584000000001,0.02639410893604827,42,2
218,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,218,109.0,26,26,0,2770,90,0,-0.15585600000000016,-0.07792800000000008,0.02639410893604827,42,2
219,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,219,109.5,26,26,0,2780,90,0,-0.1567952000000002,-0.0783976000000001,0.02639410893604827,42,2
220,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,220,110.0,26,26,0,2790,94,0,-0.15773440000000016,-0.07886720000000008,0.02639410893604827,42,2
221,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,221,110.5,26,26,0,2800,94,0,-0.1586736000000002,-0.0793368000000001,0.02639410893604827,42,2
222,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,222,111.0,26,26,0,2810,96,0,-0.15914910000000018,-0.07957455000000009,0.02639410893604827,42,2
223,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,223,111.5,27,27,0,2820,96,0,-0.15962460000000017,-0.07981230000000009,0.02639410893604827,42,2
224,14.63124036562219,2.639410893604827,7.315620182811095,0,0.0,0.0,224,112.0,27,27,0,2830,96,0,-0.15962460000000017,-0.07981230000000009,0.02639410893604827,42,2
225,15.048607916252957,2.714702149318208,7.524303958126478,0,0.0,0.0,225,112.5,28,28,0,2840,96,0,-0.16008830000000018,-0.08004415000000009,0.02714702149318208,42,2
226,15.048607916252957,2.714702149318208,7.524303958126478,0,0.0,0.0,226,113.0,28,28,0,2850,96,0,-0.1605520000000002,-0.0802760000000001,0.02714702149318208,42,2
227,15.048607916252957,2.714702149318208,7.524303958126478,0,0.0,0.0,227,113.5,28,28,0,2860,96,0,-0.16101570000000018,-0.08050785000000009,0.02714702149318208,42,2
228,15.048607916252957,2.714702149318208,7.524303958126478,0,0.0,0.0,228,114.0,28,28,0,2870,96,0,-0.16147940000000016,-0.08073970000000008,0.02714702149318208,42,2
229,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,229,114.5,28,28,0,2880,96,0,-0.1624186000000002,-0.0812093000000001,0.028519531291378394,42,2
230,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,230,115.0,28,28,0,2890,96,0,-0.16335780000000016,-0.08167890000000008,0.028519531291378394,42,2
231,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,231,115.5,28,28,0,2900,98,0,-0.1642970000000002,-0.0821485000000001,0.028519531291378394,42,2
232,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,232,116.0,28,28,0,2910,98,0,-0.16523620000000017,-0.08261810000000008,0.028519531291378394,42,2
233,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,233,116.5,28,28,0,2920,98,0,-0.1661754000000002,-0.0830877000000001,0.028519531291378394,42,2
234,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,234,117.0,28,28,0,2930,98,0,-0.16711460000000017,-0.08355730000000008,0.028519531291378394,42,2
235,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,235,117.5,28,28,0,2940,98,0,-0.1675901000000002,-0.0837950500000001,0.028519531291378394,42,2
236,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,236,118.0,29,29,0,2950,98,0,-0.1680656000000002,-0.0840328000000001,0.028519531291378394,42,2
237,15.809441358679013,2.8519531291378395,7.904720679339507,0,0.0,0.0,237,118.5,29,29,0,2960,98,0,-0.1685411000000002,-0.0842705500000001,0.028519531291378394,42,2
238,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,238,119.0,29,29,0,2970,100,0,-0.1694912000000002,-0.0847456000000001,0.028947639755163266,42,2
239,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,239,119.5,29,29,0,2980,100,0,-0.1704413000000002,-0.0852206500000001,0.028947639755163266,42,2
240,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,240,120.0,29,29,0,2990,100,0,-0.17139140000000022,-0.08569570000000011,0.028947639755163266,42,2
241,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,241,120.5,29,29,0,3000,100,0,-0.17234150000000023,-0.08617075000000012,0.028947639755163266,42,2
242,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,242,121.0,29,29,0,3010,100,0,-0.17329160000000024,-0.08664580000000012,0.028947639755163266,42,2
243,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,243,121.5,29,29,0,3020,100,0,-0.17424170000000025,-0.08712085000000012,0.028947639755163266,42,2
244,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,244,122.0,29,29,0,3030,100,0,-0.17471720000000024,-0.08735860000000012,0.028947639755163266,42,2
245,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,245,122.5,30,30,0,3040,102,0,-0.17519270000000026,-0.08759635000000013,0.028947639755163266,42,2
246,16.046757869396252,2.8947639755163266,8.023378934698126,0,0.0,0.0,246,123.0,30,30,0,3050,102,0,-0.17519270000000026,-0.08759635000000013,0.028947639755163266,42,2
247,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,247,123.5,31,31,0,3060,104,0,-0.17565410000000026,-0.08782705000000013,0.02928060844483242,42,2
248,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,248,124.0,31,31,0,3070,104,0,-0.17611550000000026,-0.08805775000000013,0.02928060844483242,42,2
249,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,249,124.5,31,31,0,3080,104,0,-0.17657690000000026,-0.08828845000000013,0.02928060844483242,42,2
250,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,250,125.0,31,31,0,3090,104,0,-0.17703830000000026,-0.08851915000000013,0.02928060844483242,42,2
251,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,251,125.5,31,31,0,3100,104,0,-0.17749970000000026,-0.08874985000000013,0.02928060844483242,42,2
252,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,252,126.0,31,31,0,3110,104,0,-0.17749970000000026,-0.08874985000000013,0.02928060844483242,42,2
253,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,253,126.5,32,32,0,3120,104,0,-0.17749970000000026,-0.08874985000000013,0.02928060844483242,42,2
254,16.231334849986112,2.928060844483242,8.115667424993056,0,0.0,0.0,254,127.0,32,32,0,3130,104,0,-0.17749970000000026,-0.08874985000000013,0.02928060844483242,42,2
255,17.116525663678235,3.0877453427344985,8.558262831839118,0,0.0,0.0,255,127.5,32,32,0,3140,104,0,-0.17799150000000025,-0.08899575000000012,0.030877453427344985,42,2
256,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,256,128.0,32,32,0,3150,104,0,-0.17894470000000026,-0.08947235000000013,0.031210422117014136,42,2
257,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,257,128.5,32,32,0,3160,104,0,-0.17989790000000028,-0.08994895000000014,0.031210422117014136,42,2
258,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,258,129.0,32,32,0,3170,104,0,-0.18085110000000026,-0.09042555000000013,0.031210422117014136,42,2
259,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,259,129.5,32,32,0,3180,104,0,-0.18180430000000025,-0.09090215000000013,0.031210422117014136,42,2
260,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,260,130.0,32,32,0,3190,106,0,-0.18275750000000027,-0.09137875000000013,0.031210422117014136,42,2
261,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,261,130.5,32,32,0,3200,106,0,-0.18324930000000028,-0.09162465000000014,0.031210422117014136,42,2
262,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,262,131.0,33,33,0,3210,106,0,-0.18374110000000027,-0.09187055000000013,0.031210422117014136,42,2
263,17.301102644268095,3.1210422117014134,8.650551322134048,0,0.0,0.0,263,131.5,33,33,0,3220,106,0,-0.18423290000000025,-0.09211645000000013,0.031210422117014136,42,2
264,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,264,132.0,33,33,0,3230,108,0,-0.18472470000000027,-0.09236235000000013,0.030484598346851015,43,3
265,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,265,132.5,33,33,0,3240,108,0,-0.18521650000000028,-0.09260825000000014,0.030484598346851015,43,3
266,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,266,133.0,33,33,0,3250,110,0,-0.18570830000000027,-0.09285415000000014,0.030484598346851015,43,3
267,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,267,133.5,33,33,0,3260,110,0,-0.18620010000000026,-0.09310005000000013,0.030484598346851015,43,3
268,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,268,134.0,33,33,0,3270,110,0,-0.18669190000000027,-0.09334595000000014,0.030484598346851015,43,3
269,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,269,134.5,33,33,0,3280,110,0,-0.18718370000000029,-0.09359185000000014,0.030484598346851015,43,3
270,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,270,135.0,33,33,0,3290,110,0,-0.18767550000000027,-0.09383775000000014,0.030484598346851015,43,3
271,17.301102644268095,3.0484598346851013,8.650551322134048,0,0.0,0.0,271,135.5,33,33,0,3300,110,0,-0.18816730000000026,-0.09408365000000013,0.030484598346851015,43,3
272,17.48567962485796,3.0809823578620894,8.74283981242898,0,0.0,0.0,272,136.0,33,33,0,3310,110,0,-0.18912050000000027,-0.09456025000000014,0.030809823578620894,43,3
273,17.48567962485796,3.0809823578620894,8.74283981242898,0,0.0,0.0,273,136.5,33,33,0,3320,110,0,-0.1900737000000003,-0.09503685000000014,0.030809823578620894,43,3
274,17.48567962485796,3.0809823578620894,8.74283981242898,0,0.0,0.0,274,137.0,33,33,0,3330,110,0,-0.1905351000000003,-0.09526755000000015,0.030809823578620894,43,3
