step,total_cost,total_scaled_cost,average_cost_per_plane,total_lateness,total_scaled_lateness,average_lateness_per_plane,total_steps,average_steps,total_waiting_steps,total_waiting_to_process_steps,total_waiting_for_route_steps,max_seconds_to_complete,total_malfunctions,missed_deliveries,total_rewards_for_all_agents,average_rewards_for_all_agents,score,total_cargo_generated,dynamic_cargo_generated
1893,48.85920100790339,7.403745923327088,24.429600503951693,2149,3.9717275132275134,1074.5,1893,946.5,81,81,0,19520,730,16,-28536.52709889999,-14268.263549449995,164.04576497246077,50,10
1894,48.85920100790339,7.403745923327088,24.429600503951693,2156,3.9846402116402113,1078.0,1894,947.0,81,81,0,19530,730,16,-28556.52709889999,-14278.263549449995,164.05867767087346,50,10
1895,48.85920100790339,7.403745923327088,24.429600503951693,2163,3.99755291005291,1081.5,1895,947.5,81,81,0,19540,730,16,-28576.52709889999,-14288.263549449995,164.07159036928618,50,10
1896,48.85920100790339,7.403745923327088,24.429600503951693,2170,4.0104656084656085,1085.0,1896,948.0,81,81,0,19550,732,16,-28596.52709889999,-14298.263549449995,164.08450306769888,50,10
1897,48.85920100790339,7.403745923327088,24.429600503951693,2177,4.023378306878307,1088.5,1897,948.5,81,81,0,19560,732,16,-28616.52709889999,-14308.263549449995,164.09741576611157,50,10
1898,48.85920100790339,7.403745923327088,24.429600503951693,2184,4.036291005291005,1092.0,1898,949.0,81,81,0,19570,732,16,-28636.52709889999,-14318.263549449995,164.11032846452426,50,10
1899,48.85920100790339,7.403745923327088,24.429600503951693,2191,4.049203703703704,1095.5,1899,949.5,81,81,0,19580,732,16,-28656.52709889999,-14328.263549449995,164.12324116293698,50,10
1900,48.85920100790339,7.403745923327088,24.429600503951693,2198,4.062116402116402,1099.0,1900,950.0,81,81,0,19590,732,16,-28676.52709889999,-14338.263549449995,164.13615386134967,50,10
1901,48.85920100790339,7.403745923327088,24.429600503951693,2205,4.0750291005291,1102.5,1901,950.5,81,81,0,19600,734,16,-28696.52709889999,-14348.263549449995,164.14906655976236,50,10
1902,48.85920100790339,7.403745923327088,24.429600503951693,2212,4.087941798941799,1106.0,1902,951.0,81,81,0,19610,734,16,-28716.52709889999,-14358.263549449995,164.16197925817508,50,10
1903,48.85920100790339,7.403745923327088,24.429600503951693,2219,4.100854497354498,1109.5,1903,951.5,81,81,0,19620,734,16,-28736.52709889999,-14368.263549449995,164.17489195658777,50,10
1904,48.85920100790339,7.403745923327088,24.429600503951693,2226,4.1137671957671955,1113.0,1904,952.0,81,81,0,19630,734,16,-28756.52709889999,-14378.263549449995,164.18780465500046,50,10
1905,48.85920100790339,7.403745923327088,24.429600503951693,2233,4.126679894179894,1116.5,1905,952.5,81,81,0,19640,734,16,-28776.52709889999,-14388.263549449995,164.20071735341315,50,10
1906,48.85920100790339,7.403745923327088,24.429600503951693,2240,4.139592592592593,1120.0,1906,953.0,81,81,0,19650,734,16,-28796.52709889999,-14398.263549449995,164.21363005182587,50,10
1907,48.85920100790339,7.403745923327088,24.429600503951693,2247,4.152505291005291,1123.5,1907,953.5,81,81,0,19660,734,16,-28816.52709889999,-14408.263549449995,164.22654275023856,50,10
1908,48.85920100790339,7.403745923327088,24.429600503951693,2254,4.165417989417989,1127.0,1908,954.0,81,81,0,19670,736,16,-28836.52709889999,-14418.263549449995,164.23945544865126,50,10
1909,48.85920100790339,7.403745923327088,24.429600503951693,2261,4.178330687830688,1130.5,1909,954.5,81,81,0,19680,738,16,-28856.52709889999,-14428.263549449995,164.25236814706395,50,10
1910,48.85920100790339,7.403745923327088,24.429600503951693,2268,4.191243386243387,1134.0,1910,955.0,81,81,0,19690,738,16,-28876.52709889999,-14438.263549449995,164.26528084547667,50,10
1911,48.85920100790339,7.403745923327088,24.429600503951693,2275,4.204156084656085,1137.5,1911,955.5,81,81,0,19700,738,16,-28896.52709889999,-14448.263549449995,164.27819354388936,50,10
1912,48.85920100790339,7.403745923327088,24.429600503951693,2282,4.217068783068784,1141.0,1912,956.0,81,81,0,19710,738,16,-28916.52709889999,-14458.263549449995,164.29110624230205,50,10
1913,48.85920100790339,7.403745923327088,24.429600503951693,2289,4.229981481481482,1144.5,1913,956.5,81,81,0,19720,738,16,-28936.52709889999,-14468.263549449995,164.30401894071474,50,10
1914,48.85920100790339,7.403745923327088,24.429600503951693,2296,4.242894179894179,1148.0,1914,957.0,81,81,0,19730,738,16,-28956.52709889999,-14478.263549449995,164.31693163912743,50,10
1915,48.85920100790339,7.403745923327088,24.429600503951693,2303,4.2558068783068785,1151.5,1915,957.5,81,81,0,19740,738,16,-28976.52709889999,-14488.263549449995,164.32984433754015,50,10
1916,48.85920100790339,7.403745923327088,24.429600503951693,2310,4.268719576719577,1155.0,1916,958.0,81,81,0,19750,738,16,-28996.52709889999,-14498.263549449995,164.34275703595284,50,10
1917,48.85920100790339,7.403745923327088,24.429600503951693,2317,4.281632275132275,1158.5,1917,958.5,81,81,0,19760,738,16,-29016.52709889999,-14508.263549449995,164.35566973436553,50,10
1918,48.85920100790339,7.403745923327088,24.429600503951693,2324,4.2945449735449746,1162.0,1918,959.0,81,81,0,19770,738,16,-29036.52709889999,-14518.263549449995,164.36858243277825,50,10
1919,48.85920100790339,7.403745923327088,24.429600503951693,2331,4.307457671957672,1165.5,1919,959.5,81,81,0,19780,738,16,-29056.52709889999,-14528.263549449995,164.38149513119095,50,10
1920,48.85920100790339,7.403745923327088,24.429600503951693,2338,4.3203703703703695,1169.0,1920,960.0,81,81,0,19790,738,16,-29076.52709889999,-14538.263549449995,164.39440782960364,50,10
1921,48.85920100790339,7.403745923327088,24.429600503951693,2345,4.333283068783069,1172.5,1921,960.5,81,81,0,19800,738,16,-29096.52709889999,-14548.263549449995,164.40732052801633,50,10
1922,48.85920100790339,7.403745923327088,24.429600503951693,2352,4.346195767195767,1176.0,1922,961.0,81,81,0,19810,738,16,-29116.52709889999,-14558.263549449995,164.42023322642905,50,10
1923,48.85920100790339,7.403745923327088,24.429600503951693,2359,4.3591084656084655,1179.5,1923,961.5,81,81,0,19820,738,16,-29136.52709889999,-14568.263549449995,164.43314592484174,50,10
1924,48.85920100790339,7.403745923327088,24.429600503951693,2366,4.372021164021165,1183.0,1924,962.0,81,81,0,19830,738,16,-29156.52709889999,-14578.263549449995,164.44605862325443,50,10
1925,48.85920100790339,7.403745923327088,24.429600503951693,2373,4.384933862433862,1186.5,1925,962.5,81,81,0,19840,740,16,-29176.52709889999,-14588.263549449995,164.45897132166712,50,10
1926,48.85920100790339,7.403745923327088,24.429600503951693,2380,4.39784656084656,1190.0,1926,963.0,81,81,0,19850,740,16,-29196.52709889999,-14598.263549449995,164.47188402007984,50,10
1927,48.85920100790339,7.403745923327088,24.429600503951693,2387,4.41075925925926,1193.5,1927,963.5,81,81,0,19860,742,16,-29216.52709889999,-14608.263549449995,164.48479671849253,50,10
1928,48.85920100790339,7.403745923327088,24.429600503951693,2394,4.423671957671957,1197.0,1928,964.0,81,81,0,19870,742,16,-29236.52709889999,-14618.263549449995,164.49770941690522,50,10
1929,48.85920100790339,7.403745923327088,24.429600503951693,2401,4.436584656084656,1200.5,1929,964.5,81,81,0,19880,744,16,-29256.52709889999,-14628.263549449995,164.51062211531791,50,10
1930,48.85920100790339,7.403745923327088,24.429600503951693,2408,4.449497354497354,1204.0,1930,965.0,81,81,0,19890,744,16,-29276.52709889999,-14638.263549449995,164.52353481373063,50,10
1931,48.85920100790339,7.403745923327088,24.429600503951693,2415,4.462410052910053,1207.5,1931,965.5,81,81,0,19900,744,16,-29296.52709889999,-14648.263549449995,164.53644751214333,50,10
1932,48.85920100790339,7.403745923327088,24.429600503951693,2422,4.475322751322751,1211.0,1932,966.0,81,81,0,19910,744,16,-29316.52709889999,-14658.263549449995,164.54936021055602,50,10
1933,48.85920100790339,7.403745923327088,24.429600503951693,2429,4.48823544973545,1214.5,1933,966.5,81,81,0,19920,744,16,-29336.52709889999,-14668.263549449995,164.5622729089687,50,10
1934,48.85920100790339,7.403745923327088,24.429600503951693,2436,4.501148148148148,1218.0,1934,967.0,81,81,0,19930,744,16,-29356.52709889999,-14678.263549449995,164.57518560738143,50,10
1935,48.85920100790339,7.403745923327088,24.429600503951693,2443,4.514060846560847,1221.5,1935,967.5,81,81,0,19940,744,16,-29376.52709889999,-14688.263549449995,164.58809830579412,50,10
1936,48.85920100790339,7.403745923327088,24.429600503951693,2450,4.526973544973545,1225.0,1936,968.0,81,81,0,19950,746,16,-29396.52709889999,-14698.263549449995,164.6010110042068,50,10
1937,48.85920100790339,7.403745923327088,24.429600503951693,2457,4.539886243386244,1228.5,1937,968.5,81,81,0,19960,748,16,-29416.52709889999,-14708.263549449995,164.6139237026195,50,10
1938,48.85920100790339,7.403745923327088,24.429600503951693,2464,4.552798941798942,1232.0,1938,969.0,81,81,0,19970,748,16,-29436.52709889999,-14718.263549449995,164.62683640103222,50,10
1939,48.85920100790339,7.403745923327088,24.429600503951693,2471,4.56571164021164,1235.5,1939,969.5,81,81,0,19980,748,16,-29456.52709889999,-14728.263549449995,164.6397490994449,50,10
1940,48.85920100790339,7.403745923327088,24.429600503951693,2479,4.580410052910052,1239.5,1940,970.0,81,81,0,19990,750,16,-29478.52709889999,-14739.263549449995,164.65444751214332,50,10
1941,48.85920100790339,7.403745923327088,24.429600503951693,2487,4.595108465608466,1243.5,1941,970.5,81,81,0,20000,750,16,-29500.52709889999,-14750.263549449995,164.66914592484173,50,10
1942,48.85920100790339,7.403745923327088,24.429600503951693,2495,4.609806878306879,1247.5,1942,971.0,81,81,0,20010,750,16,-29522.52709889999,-14761.263549449995,164.68384433754014,50,10
1943,48.85920100790339,7.403745923327088,24.429600503951693,2503,4.624505291005291,1251.5,1943,971.5,81,81,0,20020,750,16,-29544.52709889999,-14772.263549449995,164.69854275023854,50,10
1944,48.85920100790339,7.403745923327088,24.429600503951693,2511,4.6392037037037035,1255.5,1944,972.0,81,81,0,20030,750,16,-29566.52709889999,-14783.263549449995,164.71324116293698,50,10
1945,48.85920100790339,7.403745923327088,24.429600503951693,2519,4.653902116402117,1259.5,1945,972.5,81,81,0,20040,752,16,-29588.52709889999,-14794.263549449995,164.7279395756354,50,10
1946,48.85920100790339,7.403745923327088,24.429600503951693,2527,4.668600529100528,1263.5,1946,973.0,81,81,0,20050,752,16,-29610.52709889999,-14805.263549449995,164.7426379883338,50,10
1947,48.85920100790339,7.403745923327088,24.429600503951693,2535,4.683298941798943,1267.5,1947,973.5,81,81,0,20060,752,16,-29632.52709889999,-14816.263549449995,164.7573364010322,50,10
1948,48.85920100790339,7.403745923327088,24.429600503951693,2543,4.697997354497354,1271.5,1948,974.0,81,81,0,20070,752,16,-29654.52709889999,-14827.263549449995,164.7720348137306,50,10
1949,48.85920100790339,7.403745923327088,24.429600503951693,2551,4.712695767195767,1275.5,1949,974.5,81,81,0,20080,752,16,-29676.52709889999,-14838.263549449995,164.78673322642902,50,10
1950,48.85920100790339,7.403745923327088,24.429600503951693,2559,4.72739417989418,1279.5,1950,975.0,81,81,0,20090,752,16,-29698.52709889999,-14849.263549449995,164.80143163912746,50,10
1951,48.85920100790339,7.403745923327088,24.429600503951693,2567,4.742092592592592,1283.5,1951,975.5,81,81,0,20100,754,16,-29720.52709889999,-14860.263549449995,164.81613005182587,50,10
1952,48.85920100790339,7.403745923327088,24.429600503951693,2575,4.756791005291005,1287.5,1952,976.0,81,81,0,20110,754,16,-29742.52709889999,-14871.263549449995,164.83082846452427,50,10
1953,48.85920100790339,7.403745923327088,24.429600503951693,2583,4.771489417989419,1291.5,1953,976.5,81,81,0,20120,754,16,-29764.52709889999,-14882.263549449995,164.84552687722268,50,10
1954,48.85920100790339,7.403745923327088,24.429600503951693,2591,4.7861878306878305,1295.5,1954,977.0,81,81,0,20130,754,16,-29786.52709889999,-14893.263549449995,164.8602252899211,50,10
1955,48.85920100790339,7.403745923327088,24.429600503951693,2599,4.800886243386243,1299.5,1955,977.5,81,81,0,20140,756,16,-29808.52709889999,-14904.263549449995,164.8749237026195,50,10
1956,48.85920100790339,7.403745923327088,24.429600503951693,2607,4.815584656084656,1303.5,1956,978.0,81,81,0,20150,758,16,-29830.52709889999,-14915.263549449995,164.88962211531793,50,10
1957,48.85920100790339,7.403745923327088,24.429600503951693,2615,4.830283068783069,1307.5,1957,978.5,81,81,0,20160,758,16,-29852.52709889999,-14926.263549449995,164.90432052801634,50,10
1958,48.85920100790339,7.403745923327088,24.429600503951693,2623,4.844981481481482,1311.5,1958,979.0,81,81,0,20170,758,16,-29874.52709889999,-14937.263549449995,164.91901894071475,50,10
1959,48.85920100790339,7.403745923327088,24.429600503951693,2631,4.859679894179894,1315.5,1959,979.5,81,81,0,20180,758,16,-29896.52709889999,-14948.263549449995,164.93371735341316,50,10
1960,48.85920100790339,7.403745923327088,24.429600503951693,2639,4.874378306878306,1319.5,1960,980.0,81,81,0,20190,760,16,-29918.52709889999,-14959.263549449995,164.94841576611157,50,10
1961,48.85920100790339,7.403745923327088,24.429600503951693,2647,4.889076719576719,1323.5,1961,980.5,81,81,0,20200,762,16,-29940.52709889999,-14970.263549449995,164.96311417880997,50,10
1962,48.85920100790339,7.403745923327088,24.429600503951693,2655,4.903775132275133,1327.5,1962,981.0,81,81,0,20210,762,16,-29962.52709889999,-14981.263549449995,164.9778125915084,50,10
1963,48.85920100790339,7.403745923327088,24.429600503951693,2663,4.918473544973545,1331.5,1963,981.5,81,81,0,20220,762,16,-29984.52709889999,-14992.263549449995,164.99251100420682,50,10
1964,48.85920100790339,7.403745923327088,24.429600503951693,2671,4.933171957671957,1335.5,1964,982.0,81,81,0,20230,762,16,-30006.52709889999,-15003.263549449995,165.00720941690523,50,10
1965,48.85920100790339,7.403745923327088,24.429600503951693,2679,4.947870370370371,1339.5,1965,982.5,81,81,0,20240,762,16,-30028.52709889999,-15014.263549449995,165.02190782960363,50,10
1966,48.85920100790339,7.403745923327088,24.429600503951693,2687,4.962568783068783,1343.5,1966,983.0,81,81,0,20250,762,16,-30050.52709889999,-15025.263549449995,165.03660624230204,50,10
1967,48.85920100790339,7.403745923327088,24.429600503951693,2695,4.977267195767195,1347.5,1967,983.5,81,81,0,20260,762,16,-30072.52709889999,-15036.263549449995,165.05130465500045,50,10
1968,48.85920100790339,7.403745923327088,24.429600503951693,2703,4.991965608465608,1351.5,1968,984.0,81,81,0,20270,762,16,-30094.52709889999,-15047.263549449995,165.0660030676989,50,10
1969,48.85920100790339,7.403745923327088,24.429600503951693,2711,5.0066640211640205,1355.5,1969,984.5,81,81,0,20280,762,16,-30116.52709889999,-15058.263549449995,165.0807014803973,50,10
1970,48.85920100790339,7.403745923327088,24.429600503951693,2719,5.021362433862434,1359.5,1970,985.0,81,81,0,20290,762,16,-30138.52709889999,-15069.263549449995,165.0953998930957,50,10
1971,48.85920100790339,7.403745923327088,24.429600503951693,2727,5.036060846560847,1363.5,1971,985.5,81,81,0,20300,762,16,-30160.52709889999,-15080.263549449995,165.1100983057941,50,10
1972,48.85920100790339,7.403745923327088,24.429600503951693,2735,5.050759259259258,1367.5,1972,986.0,81,81,0,20310,764,16,-30182.52709889999,-15091.263549449995,165.12479671849252,50,10
1973,48.85920100790339,7.403745923327088,24.429600503951693,2743,5.065457671957671,1371.5,1973,986.5,81,81,0,20320,764,16,-30204.52709889999,-15102.263549449995,165.13949513119093,50,10
1974,48.85920100790339,7.403745923327088,24.429600503951693,2751,5.080156084656085,1375.5,1974,987.0,81,81,0,20330,764,16,-30226.52709889999,-15113.263549449995,165.15419354388936,50,10
1975,48.85920100790339,7.403745923327088,24.429600503951693,2759,5.094854497354498,1379.5,1975,987.5,81,81,0,20340,764,16,-30248.52709889999,-15124.263549449995,165.16889195658777,50,10
1976,48.85920100790339,7.403745923327088,24.429600503951693,2767,5.109552910052909,1383.5,1976,988.0,81,81,0,20350,764,16,-30270.52709889999,-15135.263549449995,165.18359036928618,50,10
1977,48.85920100790339,7.403745923327088,24.429600503951693,2775,5.124251322751324,1387.5,1977,988.5,81,81,0,20360,764,16,-30292.52709889999,-15146.263549449995,165.1982887819846,50,10
1978,48.85920100790339,7.403745923327088,24.429600503951693,2242,4.1370978835978836,1121.0,1978,989.0,81,81,0,20370,764,17,-30332.52709889999,-15166.263549449995,174.21113534283114,50,10
1979,48.85920100790339,7.403745923327088,24.429600503951693,2249,4.1499444444444435,1124.5,1979,989.5,81,81,0,20380,766,17,-30352.52709889999,-15176.263549449995,174.2239819036777,50,10
1980,48.85920100790339,7.403745923327088,24.429600503951693,2256,4.162791005291006,1128.0,1980,990.0,81,81,0,20390,766,17,-30372.52709889999,-15186.263549449995,174.23682846452428,50,10
1981,48.85920100790339,7.403745923327088,24.429600503951693,2263,4.175637566137566,1131.5,1981,990.5,81,81,0,20400,768,17,-30392.52709889999,-15196.263549449995,174.24967502537083,50,10
1982,48.85920100790339,7.403745923327088,24.429600503951693,2270,4.188484126984126,1135.0,1982,991.0,81,81,0,20410,768,17,-30412.52709889999,-15206.263549449995,174.2625215862174,50,10
1983,48.85920100790339,7.403745923327088,24.429600503951693,2277,4.201330687830687,1138.5,1983,991.5,81,81,0,20420,768,17,-30432.52709889999,-15216.263549449995,174.27536814706394,50,10
1984,48.85920100790339,7.403745923327088,24.429600503951693,2284,4.214177248677249,1142.0,1984,992.0,81,81,0,20430,768,17,-30452.52709889999,-15226.263549449995,174.28821470791053,50,10
1985,48.85920100790339,7.403745923327088,24.429600503951693,2291,4.22702380952381,1145.5,1985,992.5,81,81,0,20440,768,17,-30472.52709889999,-15236.263549449995,174.30106126875708,50,10
1986,48.85920100790339,7.403745923327088,24.429600503951693,2298,4.239870370370371,1149.0,1986,993.0,81,81,0,20450,768,17,-30492.52709889999,-15246.263549449995,174.31390782960364,50,10
1987,48.85920100790339,7.403745923327088,24.429600503951693,2305,4.252716931216931,1152.5,1987,993.5,81,81,0,20460,768,17,-30512.52709889999,-15256.263549449995,174.3267543904502,50,10
1988,48.85920100790339,7.403745923327088,24.429600503951693,2312,4.265563492063492,1156.0,1988,994.0,81,81,0,20470,768,17,-30532.52709889999,-15266.263549449995,174.33960095129677,50,10
1989,48.85920100790339,7.403745923327088,24.429600503951693,2319,4.278410052910053,1159.5,1989,994.5,81,81,0,20480,768,17,-30552.52709889999,-15276.263549449995,174.35244751214333,50,10
1990,48.85920100790339,7.403745923327088,24.429600503951693,2326,4.291256613756614,1163.0,1990,995.0,81,81,0,20490,768,17,-30572.52709889999,-15286.263549449995,174.36529407298988,50,10
1991,48.85920100790339,7.403745923327088,24.429600503951693,2333,4.304103174603174,1166.5,1991,995.5,81,81,0,20500,770,17,-30592.52709889999,-15296.263549449995,174.37814063383644,50,10
1992,48.85920100790339,7.403745923327088,24.429600503951693,2340,4.316949735449736,1170.0,1992,996.0,81,81,0,20510,770,17,-30612.52709889999,-15306.263549449995,174.390987194683,50,10
1993,48.85920100790339,7.403745923327088,24.429600503951693,2347,4.329796296296297,1173.5,1993,996.5,81,81,0,20520,772,17,-30632.52709889999,-15316.263549449995,174.40383375552958,50,10
1994,48.85920100790339,7.403745923327088,24.429600503951693,2354,4.342642857142858,1177.0,1994,997.0,81,81,0,20530,772,17,-30652.52709889999,-15326.263549449995,174.41668031637613,50,10
1995,48.85920100790339,7.403745923327088,24.429600503951693,2361,4.355489417989418,1180.5,1995,997.5,81,81,0,20540,772,17,-30672.52709889999,-15336.263549449995,174.42952687722268,50,10
1996,48.85920100790339,7.403745923327088,24.429600503951693,2368,4.3683359788359795,1184.0,1996,998.0,81,81,0,20550,772,17,-30692.52709889999,-15346.263549449995,174.44237343806924,50,10
1997,48.85920100790339,7.403745923327088,24.429600503951693,2375,4.3811825396825395,1187.5,1997,998.5,81,81,0,20560,774,17,-30712.52709889999,-15356.263549449995,174.4552199989158,50,10
1998,48.85920100790339,7.403745923327088,24.429600503951693,2382,4.3940291005291,1191.0,1998,999.0,81,81,0,20570,774,17,-30732.52709889999,-15366.263549449995,174.46806655976238,50,10
1999,48.85920100790339,7.403745923327088,24.429600503951693,2389,4.40687566137566,1194.5,1999,999.5,81,81,0,20580,776,17,-30752.52709889999,-15376.263549449995,174.48091312060893,50,10
2000,48.85920100790339,7.403745923327088,24.429600503951693,2396,4.419722222222223,1198.0,2000,1000.0,81,81,0,20590,778,17,-30772.52709889999,-15386.263549449995,174.4937596814555,50,10
2001,48.85920100790339,7.403745923327088,24.429600503951693,2403,4.432568783068783,1201.5,2001,1000.5,81,81,0,20600,778,17,-30792.52709889999,-15396.263549449995,174.50660624230204,50,10
2002,48.85920100790339,7.403745923327088,24.429600503951693,2410,4.445415343915344,1205.0,2002,1001.0,81,81,0,20610,778,17,-30812.52709889999,-15406.263549449995,174.51945280314862,50,10
2003,48.85920100790339,7.403745923327088,24.429600503951693,2417,4.458261904761905,1208.5,2003,1001.5,81,81,0,20620,778,17,-30832.52709889999,-15416.263549449995,174.53229936399518,50,10
2004,48.85920100790339,7.403745923327088,24.429600503951693,2424,4.471108465608466,1212.0,2004,1002.0,81,81,0,20630,778,17,-30852.52709889999,-15426.263549449995,174.54514592484173,50,10
2005,48.85920100790339,7.403745923327088,24.429600503951693,2431,4.4839550264550265,1215.5,2005,1002.5,81,81,0,20640,780,17,-30872.52709889999,-15436.263549449995,174.5579924856883,50,10
2006,48.85920100790339,7.403745923327088,24.429600503951693,2438,4.496801587301587,1219.0,2006,1003.0,81,81,0,20650,780,17,-30892.52709889999,-15446.263549449995,174.57083904653484,50,10
2007,48.85920100790339,7.403745923327088,24.429600503951693,2445,4.509648148148148,1222.5,2007,1003.5,81,81,0,20660,780,17,-30912.52709889999,-15456.263549449995,174.58368560738143,50,10
2008,48.85920100790339,7.403745923327088,24.429600503951693,1891,3.520708994708995,945.5,2008,1004.0,81,81,0,20670,780,18,-30950.52709889999,-15475.263549449995,183.59474645394226,50,10
2009,48.85920100790339,7.403745923327088,24.429600503951693,1897,3.5317698412698415,948.5,2009,1004.5,81,81,0,20680,780,18,-30968.52709889999,-15484.263549449995,183.6058073005031,50,10
2010,48.85920100790339,7.403745923327088,24.429600503951693,1903,3.542830687830688,951.5,2010,1005.0,81,81,0,20690,780,18,-30986.52709889999,-15493.263549449995,183.61686814706397,50,10
2011,48.85920100790339,7.403745923327088,24.429600503951693,1909,3.5538915343915347,954.5,2011,1005.5,81,81,0,20700,782,18,-31004.52709889999,-15502.263549449995,183.6279289936248,50,10
2012,48.85920100790339,7.403745923327088,24.429600503951693,1915,3.564952380952381,957.5,2012,1006.0,81,81,0,20710,782,18,-31022.52709889999,-15511.263549449995,183.63898984018564,50,10
2013,48.85920100790339,7.403745923327088,24.429600503951693,1921,3.5760132275132275,960.5,2013,1006.5,81,81,0,20720,782,18,-31040.52709889999,-15520.263549449995,183.65005068674648,50,10
2014,48.85920100790339,7.403745923327088,24.429600503951693,1927,3.5870740740740743,963.5,2014,1007.0,81,81,0,20730,782,18,-31058.52709889999,-15529.263549449995,183.66111153330735,50,10
2015,48.85920100790339,7.403745923327088,24.429600503951693,1933,3.5981349206349202,966.5,2015,1007.5,81,81,0,20740,782,18,-31076.52709889999,-15538.263549449995,183.6721723798682,50,10
2016,48.85920100790339,7.403745923327088,24.429600503951693,1939,3.609195767195767,969.5,2016,1008.0,81,81,0,20750,784,18,-31094.52709889999,-15547.263549449995,183.68323322642902,50,10
2017,48.85920100790339,7.403745923327088,24.429600503951693,1945,3.6202566137566135,972.5,2017,1008.5,81,81,0,20760,786,18,-31112.52709889999,-15556.263549449995,183.6942940729899,50,10
2018,48.85920100790339,7.403745923327088,24.429600503951693,1951,3.6313174603174603,975.5,2018,1009.0,81,81,0,20770,786,18,-31130.52709889999,-15565.263549449995,183.70535491955073,50,10
2019,48.85920100790339,7.403745923327088,24.429600503951693,1957,3.642378306878307,978.5,2019,1009.5,81,81,0,20780,786,18,-31148.52709889999,-15574.263549449995,183.71641576611157,50,10
2020,48.85920100790339,7.403745923327088,24.429600503951693,1963,3.6534391534391535,981.5,2020,1010.0,81,81,0,20790,786,18,-31166.52709889999,-15583.263549449995,183.72747661267243,50,10
2021,48.85920100790339,7.403745923327088,24.429600503951693,1468,2.6624999999999996,734.0,2021,1010.5,81,81,0,20800,786,19,-31202.52709889999,-15601.263549449995,192.73653745923326,50,10
2022,48.85920100790339,7.403745923327088,24.429600503951693,1473,2.6715608465608462,736.5,2022,1011.0,81,81,0,20810,788,19,-31218.52709889999,-15609.263549449995,192.74559830579412,50,10
2023,48.85920100790339,7.403745923327088,24.429600503951693,1478,2.6806216931216933,739.0,2023,1011.5,81,81,0,20820,790,19,-31234.52709889999,-15617.263549449995,192.75465915235495,50,10
2024,48.85920100790339,7.403745923327088,24.429600503951693,1483,2.68968253968254,741.5,2024,1012.0,81,81,0,20830,790,19,-31250.52709889999,-15625.263549449995,192.7637199989158,50,10
2025,48.85920100790339,7.403745923327088,24.429600503951693,1488,2.698743386243386,744.0,2025,1012.5,81,81,0,20840,790,19,-31266.52709889999,-15633.263549449995,192.77278084547666,50,10
2026,48.85920100790339,7.403745923327088,24.429600503951693,1493,2.707804232804233,746.5,2026,1013.0,81,81,0,20850,790,19,-31282.52709889999,-15641.263549449995,192.7818416920375,50,10
2027,48.85920100790339,7.403745923327088,24.429600503951693,1498,2.7168650793650797,749.0,2027,1013.5,81,81,0,20860,790,19,-31298.52709889999,-15649.263549449995,192.79090253859835,50,10
2028,48.85920100790339,7.403745923327088,24.429600503951693,1503,2.725925925925926,751.5,2028,1014.0,81,81,0,20870,792,19,-31314.52709889999,-15657.263549449995,192.7999633851592,50,10
2029,48.85920100790339,7.403745923327088,24.429600503951693,1508,2.7349867724867725,754.0,2029,1014.5,81,81,0,20880,794,19,-31330.52709889999,-15665.263549449995,192.80902423172003,50,10
2030,48.85920100790339,7.403745923327088,24.429600503951693,1513,2.744047619047619,756.5,2030,1015.0,81,81,0,20890,794,19,-31346.52709889999,-15673.263549449995,192.8180850782809,50,10
2031,48.85920100790339,7.403745923327088,24.429600503951693,1518,2.7531084656084652,759.0,2031,1015.5,81,81,0,20900,794,19,-31362.52709889999,-15681.263549449995,192.82714592484174,50,10
2032,48.85920100790339,7.403745923327088,24.429600503951693,1523,2.7621693121693123,761.5,2032,1016.0,81,81,0,20910,794,19,-31378.52709889999,-15689.263549449995,192.83620677140257,50,10
2033,48.85920100790339,7.403745923327088,24.429600503951693,1528,2.771230158730159,764.0,2033,1016.5,81,81,0,20920,794,19,-31394.52709889999,-15697.263549449995,192.84526761796343,50,10
2034,48.85920100790339,7.403745923327088,24.429600503951693,1534,2.7820767195767195,767.0,2034,1017.0,81,81,0,20930,796,19,-31412.52709889999,-15706.263549449995,192.85611417880997,50,10
2035,48.85920100790339,7.403745923327088,24.429600503951693,1540,2.79292328042328,770.0,2035,1017.5,81,81,0,20940,798,19,-31430.52709889999,-15715.263549449995,192.86696073965655,50,10
2036,48.85920100790339,7.403745923327088,24.429600503951693,1546,2.8037698412698413,773.0,2036,1018.0,81,81,0,20950,798,19,-31448.52709889999,-15724.263549449995,192.87780730050312,50,10
2037,48.85920100790339,7.403745923327088,24.429600503951693,1552,2.8146164021164015,776.0,2037,1018.5,81,81,0,20960,798,19,-31466.52709889999,-15733.263549449995,192.88865386134967,50,10
2038,48.85920100790339,7.403745923327088,24.429600503951693,1558,2.8254629629629626,779.0,2038,1019.0,81,81,0,20970,798,19,-31484.52709889999,-15742.263549449995,192.89950042219624,50,10
2039,48.85920100790339,7.403745923327088,24.429600503951693,1564,2.8363095238095237,782.0,2039,1019.5,81,81,0,20980,798,19,-31502.52709889999,-15751.263549449995,192.91034698304279,50,10
2040,48.85920100790339,7.403745923327088,24.429600503951693,1570,2.847156084656085,785.0,2040,1020.0,81,81,0,20990,798,19,-31520.52709889999,-15760.263549449995,192.92119354388936,50,10
